module_id,function_id,parameter_name,python_type,canonical_unit,display_unit,min_value,max_value,is_nullable,default_value,physical_meaning
groundhog.shallowfoundations.capacity,effectivearea_circle_api,foundation_radius,float,:math:`m`,:math:`m`,0.0,10000.0,False,,Radius of the circular foundation (:math:`R`) [:math:`m`]  - Suggested range: 0.01<=foundation_radius
groundhog.shallowfoundations.capacity,effectivearea_circle_api,vertical_load,float,:math:`kN`,:math:`kN`,,,False,nan,"Actual vertical load during relevant loading condition (:math:`Q`) [:math:`kN`] (optional, default=np.nan) - Suggested range: 0.01<=vertical_load"
groundhog.shallowfoundations.capacity,effectivearea_circle_api,overturning_moment,float,:math:`kNm`,:math:`kNm`,,,False,nan,"Overturning moment acting on the foundation (:math:`M`) [:math:`kNm`] (optional, default=np.nan) - Suggested range: 0.0<=overturning_moment"
groundhog.shallowfoundations.capacity,effectivearea_circle_api,eccentricity,float,:math:`m`,:math:`m`,,,False,nan,"Eccentricity (direct specification) (:math:`e_2`) [:math:`m`] (optional, default=np.nan) - Suggested range: 0.0<=eccentricity  .. math::     A^{\prime} = 2s=B^{\prime} L^{\prime}      L^{\prime}=\left( 2s \sqrt{\frac{R+e_2}{R-e_2}} \right)^{1/2}      B^{\prime} = L^{\prime} \sqrt{\frac{R-e_2}{R+e_2}}      s = \frac{\pi R^2}{2}-[e_2 \cdot (\sqrt{R^2-e_2^2}) + R^2 \arcsin(\frac{e_2}{R})]"
groundhog.shallowfoundations.capacity,effectivearea_rectangle_api,length,float,:math:`m`,:math:`m`,0.0,10000.0,False,,Longest foundation dimension (:math:`L`) [:math:`m`]  - Suggested range: 0.0<=length
groundhog.shallowfoundations.capacity,effectivearea_rectangle_api,width,float,:math:`m`,:math:`m`,0.0,10000.0,False,,Shortest foundation dimension (:math:`B`) [:math:`m`]  - Suggested range: 0.0<=width
groundhog.shallowfoundations.capacity,effectivearea_rectangle_api,vertical_load,float,:math:`kN`,:math:`kN`,,,False,nan,"Actual vertical load during relevant loading condition (:math:`Q`) [:math:`kN`] (optional, default=np.nan) - Suggested range: 0.001<=vertical_load"
groundhog.shallowfoundations.capacity,effectivearea_rectangle_api,moment_length,float,:math:`kNm`,:math:`kNm`,0.0,10000.0,False,nan,"Overturning moment aligned with longest foundation dimension (:math:`M_1`) [:math:`kNm`] (optional, default=np.nan) - Suggested range: 0.0<=moment_length"
groundhog.shallowfoundations.capacity,effectivearea_rectangle_api,moment_width,float,:math:`kNm`,:math:`kNm`,0.0,10000.0,False,nan,"Overturning moment aligned with shortest foundation dimension (:math:`M_2`) [:math:`kNm`] (optional, default=np.nan) - Suggested range: 0.0<=moment_width"
groundhog.shallowfoundations.capacity,effectivearea_rectangle_api,eccentricity_length,float,:math:`m`,:math:`m`,0.0,10000.0,False,nan,"Eccentricity (direct specification) in the longest foundation direction (:math:`e_1`) [:math:`m`] (optional, default=np.nan) - Suggested range: 0.0<=eccentricity_length"
groundhog.shallowfoundations.capacity,effectivearea_rectangle_api,eccentricity_width,float,:math:`m`,:math:`m`,0.0,10000.0,False,nan,"Eccentricity (direct specification) in the shortest foundation direction (:math:`e_2`) [:math:`m`] (optional, default=np.nan) - Suggested range: 0.0<=eccentricity_width  .. math::     e_1 = \frac{M_1}{Q}      e_2 = \frac{M_2}{Q}      L^{\prime} = L - 2 \cdot e_1      B^{\prime} = B - 2 \cdot e_2      A^{\prime} = B^{\prime} \cdot L^{\prime}"
groundhog.pipelinescables.stability.penetration,embedment_drained,penetration,float,m,m,0.0,10000.0,False,,Pipeline or cable penetration below virgin seabed (:math:`z`) [m] - Suggested range: 0.0 <= penetration <= 2.0
groundhog.pipelinescables.stability.penetration,embedment_drained,gamma_eff,float,kN/m3,kN/m3,5.0,30.0,False,,Submerged unit weight of the soil (:math:`\gamma^{\prime}`) [kN/m3] - Suggested range: 3.0 <= gamma_eff <= 12.0
groundhog.pipelinescables.stability.penetration,embedment_drained,phi_eff,float,deg,deg,0.0,60.0,False,,Effective friction angle of the soil (:math:`\varphi^{\prime}`) [deg] - Suggested range: 15.0 <= phi_eff <= 50.0
groundhog.pipelinescables.stability.penetration,embedment_drained,diameter,float,m,m,0.0,10000.0,False,,Pipeline or cable diameter (:math:`D`) [m] - Suggested range: 0.0 <= diameter <= 2.0
groundhog.pipelinescables.stability.penetration,embedment_drained,roughness_factor,float,:math:`-`,:math:`-`,,,False,0.67,"Pipeline roughness factor where 0 is fully smooth and 1 is fully rough, used when theory for :math:`N_{\gamma}` is set to ``'DavisBooker'`` (:math:`R_{inter}`) [:math:`-`] - Suggested range: 0.0 <= roughness_factor <= 1.0"
groundhog.pipelinescables.stability.penetration,embedment_drained,Ngamma_theory,str,1 - \cos \left( \frac{\pi}{4} + \frac{\varphi^{\prime}}{2} \right) \right,1 - \cos \left( \frac{\pi}{4} + \frac{\varphi^{\prime}}{2} \right) \right,0.0,50.0,False,Vesic,"Select the theoretical formulate of bearing capacity factor Ngamma (optional, default= 'Vesic') - Options: ('Vesic', 'Meyerhof', 'DavisBooker')  .. math::     Q_v = 0.5 \cdot \gamma^{\prime} \cdot N_{\gamma} \cdot B^2 + z_0 \cdot \gamma^{\prime} \cdot N_q \cdot d_q \cdot B          z_0 = 0 \quad \text{for } z < \frac{D}{2} \cdot \left[ 1 - \cos \left( \frac{\pi}{4} + \frac{\varphi^{\prime}}{2} \right) \right]          z_0 = z - \frac{D}{2} + \left[ \frac{D/2}{\sin \left( \pi/4 + \varphi^{\prime}/2 \right)} - B/2 \right] \cdot \tan \left( \frac{\pi}{4} + \frac{\varphi^{\prime}}{2} \right)  \quad \text{for } z \geq \frac{D}{2} \cdot \left[ 1 - \cos \left( \frac{\pi}{4} + \frac{\varphi^{\prime}}{2} \right) \right]          d_q = 1 + 1.2 \cdot \frac{z_0}{B} \cdot \tan \varphi^{\prime} \cdot \left( 1 - \sin \varphi^{\prime} \right)^2"
groundhog.pipelinescables.stability.penetration,embedment_undrained_method1,diameter,float,m,m,0.0,10000.0,False,,Pipeline diameter (:math:`D`) [m] - Suggested range: 0.01 <= diameter <= 2.0
groundhog.pipelinescables.stability.penetration,embedment_undrained_method1,undrained_shear_strength,float,kPa,kPa,0.0,1.0,False,,"Undrained shear strength at the seabed (:math:`s_(u,z=0}`) [kPa] - Suggested range: 0.0 <= undrained_shear_strength <= 500.0"
groundhog.pipelinescables.stability.penetration,embedment_undrained_method1,k_su,float,kPa/m,kPa/m,0.0,100000000.0,False,,Linear rate of undrained shear strength increase (:math:`\rho`) [kPa/m] - Suggested range: 0.0 <= k_su <= 10.0
groundhog.pipelinescables.stability.penetration,embedment_undrained_method1,gamma_eff,float,kN/m3,kN/m3,5.0,30.0,False,,Submerged unit weight (:math:`kN/m3`) [kN/m3] - Suggested range: 2.0 <= gamma_eff <= 12.0
groundhog.pipelinescables.stability.penetration,embedment_undrained_method1,penetration,float,m,m,0.0,10000.0,False,,Penetration depth for which the pipeline penetration is calculated (:math:`m`) [m] - Suggested range: 0.0 <= penetration <= 2.0
groundhog.pipelinescables.stability.penetration,embedment_undrained_method1,Nc,float,-,-,,,False,5.14,"Bearing capacity factor (:math:`N_c`) [-] - Suggested range: 4.0 <= Nc <= 9.0 (optional, default= 5.14)"
groundhog.pipelinescables.stability.penetration,embedment_undrained_method1,roughness,float,-,-,,,False,0.67,"Measure for the roughness of the pipe of cable (:math:`r`) [-] - Suggested range: 0.0 <= roughness <= 1.0 (optional, default= 0.67)  .. math::     Q_v = Q_{v0} \cdot \left( 1 + d_{ca} \right) + \gamma^{\prime} \cdot A_{bm}          Q_{v0} = F \cdot \left( N_c \cdot s_{u,0} + \rho \cdot B/4 \right) \cdot B          z_{su,0} = 0 \quad \text{for } z < \frac{D}{2} \cdot \left( 1 - \frac{\sqrt{2}}{2} \right)          z_{su,0} = z + \frac{D}{2} \cdot \left( \sqrt{2} - 1 \right) - \frac{B}{2} \quad \text{for } z \geq \frac{D}{2} \cdot \left( 1 - \frac{\sqrt{2}}{2} \right)          s_{u,0} = s_{u,z=0} + \rho \cdot z_{s_{u,0}}          d_{ca} = 0.3 \cdot \frac{s_{u,1}}{s_{u,2}} \cdot \arctan \left( \frac{z_{s_{u,0}}}{B} \right)          s_{u,1} = \frac{s_{u,z=0} + s_{u,0}}{2}          s_{u,2} = \frac{Q_{v0}}{B \cdot N_c}"
groundhog.pipelinescables.stability.penetration,embedment_undrained_method2,diameter,float,m,m,0.0,10000.0,False,,Pipeliine diameter (:math:`D`) [m] - Suggested range: 0.0 <= diameter <= 2.0
groundhog.pipelinescables.stability.penetration,embedment_undrained_method2,penetration,float,m,m,0.0,10000.0,False,,Pipeline penetration (:math:`z`) [m] - Suggested range: 0.0 <= penetration <= 2.0
groundhog.pipelinescables.stability.penetration,embedment_undrained_method2,undrained_shear_strength,float,kPa,kPa,0.0,1.0,False,,Undrained shear strength at the pipeline invert level (:math:`s_u`) [kPa] - Suggested range: 0.0 <= undrained_shear_strength <= 50.0
groundhog.pipelinescables.stability.penetration,embedment_undrained_method2,gamma_eff,float,kN/m3,kN/m3,5.0,30.0,False,,Submerged unit weight of the soil (:math:`\gamma^{\prime}`) [kN/m3] - Suggested range: 2.0 <= gamma_eff <= 12.0
groundhog.pipelinescables.stability.penetration,embedment_undrained_method2,calibration_factor_1,float,-,-,,,False,6.0,"First calibration factor (:math:`-`) [-] (optional, default= 6.0)"
groundhog.pipelinescables.stability.penetration,embedment_undrained_method2,calibration_factor_2,float,-,-,,,False,0.25,"Second calibration factor (:math:`-`) [-] (optional, default= 0.25)"
groundhog.pipelinescables.stability.penetration,embedment_undrained_method2,calibration_factor_3,float,-,-,,,False,3.4,"Third calibration factor (:math:`-`) [-] (optional, default= 3.4)"
groundhog.pipelinescables.stability.penetration,embedment_undrained_method2,calibration_factor_4,float,-,-,,,False,0.5,"Fourth calibration factor (:math:`-`) [-] (optional, default= 0.5)"
groundhog.pipelinescables.stability.penetration,embedment_undrained_method2,calibration_factor_5,float,-,-,,,False,1.5,"Calibration factor on then buoyancy term (:math:`-`) [-] (optional, default= 1.5)  .. math::     Q_v = \left[ \min \left( 6 \cdot \left( \frac{z}{D} \right)^{0.25}; 3.4 \cdot \left( \frac{10 \cdot z}{D} \right)^{0.5} \right) + 1.5 \cdot \frac{\gamma^{\prime} \cdot A_{bm}}{D \cdot s_u} \right] \cdot D \cdot s_u"
groundhog.shallowfoundations.capacity,envelope_drained_api,vertical_effective_stress,float,:math:`kPa`,:math:`kPa`,0.0,100000000.0,False,,Vertical effect stress at depth corresponding to foundation base (:math:`p_o^{\prime}`) [:math:`kPa`]  - Suggested range: 0.0<=vertical_effective_stress
groundhog.shallowfoundations.capacity,envelope_drained_api,effective_friction_angle,float,:math:`deg`,:math:`deg`,0.0,60.0,False,,Effective friction angle for bearing failure (for appropriate stress level at foundation base) (:math:`\phi^{\prime}`) [:math:`deg`]  - Suggested range: 20.0<=effective_friction_angle<=50.0
groundhog.shallowfoundations.capacity,envelope_drained_api,effective_unit_weight,float,:math:`kN/m3`,:math:`kN/m3`,,,False,,Effective unit weight at foundation base (:math:`\gamma^{\prime}`) [:math:`kN/m3`]  - Suggested range: 3.0<=effective_unit_weight<=12.0
groundhog.shallowfoundations.capacity,envelope_drained_api,effective_length,float,:math:`m`,:math:`m`,0.0,10000.0,False,,Effective length of the footing (:math:`L^{\prime}`) [:math:`m`]  - Suggested range: 0.0<=effective_length
groundhog.shallowfoundations.capacity,envelope_drained_api,effective_width,float,:math:`m`,:math:`m`,0.0,10000.0,False,,Minimum effective lateral dimension (:math:`B^{\prime}`) [:math:`m`]  - Suggested range: 0.0<=effective_width
groundhog.shallowfoundations.capacity,envelope_drained_api,full_area,float,:math:`m^2`,:math:`m^2`,,,False,,Full base area of the foundation (:math:`A_b`) [:math:`m^2`]  - Suggested range: 0.0<=full_area
groundhog.shallowfoundations.capacity,envelope_drained_api,factor_sliding,float,:math:`-`,:math:`-`,,,False,1.5,"Resistance factor for sliding, applied to the H component of the sliding cutoff (:math:`\gamma_{sliding}`) [:math:`-`] - Suggested range: factor_sliding >= 1.0 (optional, default= 1.5)"
groundhog.shallowfoundations.capacity,envelope_drained_api,factor_bearing,float,:math:`-`,:math:`-`,,,False,2.0,"Resistance factor for bearing failure, applied to the V component of the envelope (:math:`\gamma_{bearing}`) [:math:`-`] - Suggested range: factor_bearing >= 1.0 (optional, default= 2.0)"
groundhog.shallowfoundations.capacity,envelope_drained_api,effective_friction_angle_sliding,float,:math:`deg`,:math:`deg`,0.0,60.0,False,nan,"Effective friction angle for sliding failure (for appropriate stress level at foundation base). If unspecified, the effective friction angle of soil - 5° is used (:math:`\delta^{\prime}`) [:math:`deg`]  - Suggested range: 15.0<=effective_friction_angle<=45.0  .. math::     \tan(\text{inclination}) = \frac{H_{eff}}{Q} = \frac{H - H_{\text{outside eff}} - \Delta H}{Q}"
groundhog.shallowfoundations.capacity,envelope_undrained_api,su_base,float,:math:`kPa`,:math:`kPa`,0.0,100000000.0,False,,Undrained shear strength at the foundation base (:math:`S_{uo}`) [:math:`kPa`] - Suggested range: 0.0 <= su_base <= 1000.0
groundhog.shallowfoundations.capacity,envelope_undrained_api,full_area,float,:math:`m^2`,:math:`m^2`,,,False,,Total area at the base length (:math:`A_b`) [:math:`m^2`] - Suggested range: full_area >= 0.0
groundhog.shallowfoundations.capacity,envelope_undrained_api,effective_length,float,:math:`m`,:math:`m`,0.0,10000.0,False,,Effective length (:math:`L^{\prime}`) [:math:`m`] - Suggested range: effective_length >= 0.0
groundhog.shallowfoundations.capacity,envelope_undrained_api,effective_width,float,:math:`m`,:math:`m`,0.0,10000.0,False,,Effective width (:math:`B^{\prime}`) [:math:`m`] - Suggested range: effective_width >= 0.0
groundhog.shallowfoundations.capacity,envelope_undrained_api,factor_sliding,float,:math:`-`,:math:`-`,,,False,1.5,"Resistance factor for sliding, applied to the H component of the envelope (:math:`\gamma_{sliding}`) [:math:`-`] - Suggested range: factor_sliding >= 1.0 (optional, default= 1.5)"
groundhog.shallowfoundations.capacity,envelope_undrained_api,factor_bearing,float,:math:`-`,:math:`-`,,,False,2.0,"Resistance factor for bearing failure, applied to the V component of the envelope (:math:`\gamma_{bearing}`) [:math:`-`] - Suggested range: factor_bearing >= 1.0 (optional, default= 2.0)  .. math::     \Delta e = D \cdot \tan \theta"
core.manual_functions,example_manual_function,x,float,-,-,,,False,,First number
core.manual_functions,example_manual_function,y,float,-,-,,,False,,Second number
groundhog.deepfoundations.boreholestability.cavityexpansion,expansion_cylinder_tresca,insitu_pressure,float,:math:`kPa`,:math:`kPa`,0.0,100000000.0,False,,Isotropic horizontal stress in the soil mass before borehole excavation (:math:`p_0`) [:math:`kPa`] - Suggested range: insitu_pressure >= 0.0
groundhog.deepfoundations.boreholestability.cavityexpansion,expansion_cylinder_tresca,borehole_pressure,float,:math:`kPa`,:math:`kPa`,0.0,100000000.0,False,,Pressure on the borehole wall due to drilling fluids or concrete (:math:`p`) [:math:`kPa`] - Suggested range: borehole_pressure >= 0.0
groundhog.deepfoundations.boreholestability.cavityexpansion,expansion_cylinder_tresca,diameter,float,:math:`m`,:math:`m`,0.0,10000.0,False,,Borehole initial diameter (equations are formulated in terms of radius but diameter is more convenient as input) (:math:`2 \cdot a_0`) [:math:`m`] - Suggested range: diameter >= 0.0
groundhog.deepfoundations.boreholestability.cavityexpansion,expansion_cylinder_tresca,undrained_shear_strength,float,:math:`kPa`,:math:`kPa`,0.0,1.0,False,,Undrained shear strength of the material surrounding the borehole (:math:`S_u`) [:math:`kPa`] - Suggested range: undrained_shear_strength >= 0.0
groundhog.deepfoundations.boreholestability.cavityexpansion,expansion_cylinder_tresca,shear_modulus,float,:math:`kPa`,:math:`kPa`,0.0,100000000.0,False,,Shear modulus of the material surrounding the borehole (:math:`G`) [:math:`kPa`] - Suggested range: shear_modulus >= 0.0
groundhog.deepfoundations.boreholestability.cavityexpansion,expansion_cylinder_tresca,poissons_ratio,float,:math:`-`,:math:`-`,-1.0,0.5,False,0.5,"Poissons ratio of the material surrounding the borehole (default for undrained material)) (:math:`\nu`) [:math:`-`] - Suggested range: 0.0 <= poissons_ratio <= 0.5 (optional, default= 0.5)"
groundhog.deepfoundations.boreholestability.cavityexpansion,expansion_cylinder_tresca,max_radius_multiplier,float,:math:`-`,:math:`-`,0.0,10000.0,False,10.0,"Multiplier on borehole radius for determining the maximum extent of the calculation (:math:``) [:math:`-`] - Suggested range: max_radius_multiplier >= 1.0 (optional, default= 10.0)"
groundhog.deepfoundations.boreholestability.cavityexpansion,expansion_cylinder_tresca,number_radii,int,:math:`-`,:math:`-`,,,False,250,"Number of radii considered for the calculation (:math:``) [:math:`-`] (optional, default= 250)  .. math::     \text{Elastic properties}      n = \frac{4 \cdot S_u \cdot (1 - \nu^2) }{E}      E = 2 \cdot G \cdot (1 + \nu)      \text{Plastic radius and wall radius expansion during plastic deformation}      \left( \frac{c}{a} \right)^2 = \left( \frac{a_0}{a} \right)^2 + \frac{1}{n} \cdot \left[ 1 - \left( \frac{a_0}{a} \right)^2 \right]      \frac{p - p_0}{2 \cdot S_u} = \frac{1}{2} + \frac{1}{2} \cdot \ln \left[ \frac{G}{S_u} \cdot \left( 1 - \left( \frac{a_0}{a} \right)^2 \right) + \left( \frac{a_0}{a} \right)^2 \right]      \text{Elastic stresses and displacements can be calculated by taking the limit for the outer radius going to infinity}      \sigma_r = - p_0 - (p - p_0) \cdot \frac{\frac{b_0^2}{r^2} - 1}{\frac{b_0^2}{a_0^2} - 1}  \implies \sigma_r = -p_0 - (p - p_0) \cdot \frac{a_0^2}{r^2}      \sigma_{\theta} = -p_0 + (p - p_0) \cdot \frac{\frac{b_0^2}{r^2} + 1}{\frac{b_0^2}{a_0^2} - 1} \implies \sigma_{\theta} = -p_0 + (p - p_0) \cdot \frac{a_0^2}{r^2}      u = \frac{(1 + \nu) \cdot (p - p_0)}{E} \cdot \frac{a_0^2}{b_0^2 - a_0^2} \cdot \left[ (1 - 2 \cdot \nu) \cdot r + \frac{b_0^2}{r} \right] \implies u = \frac{(1 + \nu) \cdot (p - p_0)}{E} \cdot \frac{a_0^2}{r}      \text{The plasticity critertion can be expressed as:}      \sigma_{r,r=a_0} - \sigma_{theta,r=a_0} = 2 \cdot S_u \implies -(p - p_0)  = S_u      \text{The elastic stresses and displacements outside of the plastic zone can be written as:}      \sigma_r = -\frac{S_u \cdot c^2}{b_0^2} \cdot \left( \frac{b_0^2}{r^2} - 1 \right) - p_0 \implies \sigma_r = -\frac{S_u \cdot c^2}{r^2} - p_0      \sigma_{\theta} = \frac{S_u \cdot c^2}{b_0^2} \cdot \left( \frac{b_0^2}{r^2} + 1 \right) - p_0 \implies \sigma_{\theta} = \frac{S_u \cdot c^2}{r^2} - p_0      u = \frac{(1 + \nu) \cdot S_u \cdot c^2}{E \cdot b_0^2} \cdot \left[ (1 - 2 \cdot \nu) \cdot r + \frac{b_0^2}{r} \right] \implies u = \frac{(1 + \nu) \cdot S_u \cdot c^2}{E} \cdot \frac{1}{r}      \text{Stresses in the plastic zone:}      \sigma_r = -p_0 - S_u - 2 \cdot S_u \cdot \ln \left( \frac{c}{r} \right)      \sigma_{\theta} = -p_0 + S_u - 2 \cdot S_u \cdot \ln \left( \frac{c}{r} \right)"
groundhog.deepfoundations.boreholestability.cavityexpansion,expansion_tresca_thicksphere,undrained_shear_strength,float,:math:`kPa`,:math:`kPa`,0.0,1.0,False,,Undrained shear strength of the material surrounding the spherical cavity (:math:`S_u`) [:math:`kPa`] - Suggested range: undrained_shear_strength >= 0.0
groundhog.deepfoundations.boreholestability.cavityexpansion,expansion_tresca_thicksphere,internal_radius,float,:math:`m`,:math:`m`,0.0,10000.0,False,,Initial internal radius of the spherical cavity (:math:`a_0`) [:math:`m`] - Suggested range: internal_radius >= 0.0
groundhog.deepfoundations.boreholestability.cavityexpansion,expansion_tresca_thicksphere,external_radius,float,:math:`m`,:math:`m`,0.0,10000.0,False,,Initial external radius of the region (:math:`b_0`) [:math:`m`] - Suggested range: external_radius >= 0.0
groundhog.deepfoundations.boreholestability.cavityexpansion,expansion_tresca_thicksphere,internal_pressure,float,:math:`kPa`,:math:`kPa`,0.0,100000000.0,False,,Internal pressure applied on the inside of the sphere (:math:`p`) [:math:`kPa`] - Suggested range: internal_pressure >= 0.0
groundhog.deepfoundations.boreholestability.cavityexpansion,expansion_tresca_thicksphere,external_pressure,float,:math:`kPa`,:math:`kPa`,0.0,100000000.0,False,,External pressure on the outside of the sphere (:math:`p_0`) [:math:`kPa`] - Suggested range: external_pressure >= 0.0
groundhog.deepfoundations.boreholestability.cavityexpansion,expansion_tresca_thicksphere,youngs_modulus,float,:math:`kPa`,:math:`kPa`,0.0,100000000.0,False,,Young's modulus of the material (:math:`E`) [:math:`kPa`] - Suggested range: youngs_modulus >= 0.0
groundhog.deepfoundations.boreholestability.cavityexpansion,expansion_tresca_thicksphere,poissons_ratio,float,:math:`-`,:math:`-`,-1.0,0.5,False,,Poisson's ratio of the material (:math:`\nu`) [:math:`-`] - Suggested range: 0 <= poissons_ratio <= 0.5
groundhog.deepfoundations.boreholestability.cavityexpansion,expansion_tresca_thicksphere,seed,int,:math:`-`,:math:`-`,,,False,100,"Number of radii at which stresses and displacements are calculated (:math:``) [:math:`-`] (optional, default= 100)  .. math::     \text{Elastic solutions}      \sigma_r = -p_0 - (p - p_0) \frac{\left( \frac{b_0}{r} \right)^3 - 1}{\left( \frac{b_0}{a_0} \right)^3 - 1}      \sigma_{\theta} = \sigma_{\phi} = -p_0 + (p - p_0) \frac{\frac{1}{2} \left( \frac{b_0}{r} \right)^3 - 1}{\left( \frac{b_0}{a_0} \right)^3 - 1}      u = r - r_0 = \frac{p - p_0}{E} \frac{(1 - 2 \nu) r + \frac{(1 + \nu) b_0^3}{2 r^2}}{\left( \frac{b_0}{a_0} \right)^3 - 1}      \text{Yield criterion}      \sigma_1 - \sigma_3 = 2 \cdot S_u      \text{Internal pressure for yielding } (\sigma_1 = \sigma_{\theta}, \sigma_3 = \sigma_r)      p = p_{1y} = p_0 + \frac{4 \cdot S_u}{3} \left[ 1 - \left( \frac{a_0}{b_0} \right)^3 \right]      \text{Displacement at internal and external boundaries}      u |_{r=a_0} = \frac{2 \cdot S_u \cdot a_0}{E} \left[ \frac{2 \cdot (1 - 2 \nu) \cdot a_0^3 }{3 \cdot b_0^3} + \frac{1 + \nu}{3} \right]      u |_{r=b_0} = \frac{2 \cdot S_u \cdot (1 - \nu) \cdot a_0 }{E \cdot b_0^2}      \text{Stresses and displacements in the elastic region after yielding}      \sigma_r = - \frac{4 \cdot S_u \cdot c^3}{3 \cdot b_0^3} \left[ \left( \frac{b_0}{r} \right)^3 - 1 \right] - p_0      \sigma_{\theta} = \sigma_{\phi} = \frac{4 \cdot S_u \cdot c^3}{3 \cdot b_0^3} \left[ \frac{1}{2} \left( \frac{b_0}{r} \right)^3 + 1 \right] - p_0      u = \frac{4 \cdot S_u \cdot c^3}{3 \cdot E \cdot b_0^3} \left[ (1 - 2 \nu) \cdot r + \frac{(1 + \nu) b_0^3}{2 \cdot r^2} \right]      \text{Stresses in the plastic region}      \sigma_r = - 4 \cdot S_u \cdot \ln \left( \frac{c}{r} \right) - \frac{4 \cdot S_u}{3} \left[ 1 - \left( \frac{c}{b_0} \right)^3 \right] - p_0      \sigma_{\theta} = 2 \cdot S_u - 4 \cdot S_u \cdot \ln \left( \frac{c}{r} \right) - \frac{4 \cdot S_u}{3} \cdot \left[ 1 - \left( \frac{c}{b_0} \right)^3 \right] - p_0      \text{The pressure required to generate a plastic radius is thus}      p = 4 \cdot S_u \cdot \ln \left( \frac{c}{a} \right) + \frac{4 \cdot S_u}{3} \left[ 1 - \left( \frac{c}{b_0} \right)^3 \right] + p_0      \text{Expansion of the boundary}      \left( \frac{a}{a_0} \right)^3 = 1 + \frac{6 (1 - \nu) S_u c^3}{E \cdot a_0^3} - \frac{4 (1 - 2 \nu) S_u}{E} \left[ 3 \ln \left( \frac{c}{a_0} \right) + 1 - \left( \frac{c}{b_0} \right)^3 \right]"
groundhog.shallowfoundations.capacity,failuremechanism_prandtl,friction_angle,float,:math:`deg`,:math:`deg`,0.0,60.0,False,,Sand angle of internal friction (:math:`\varphi^{\prime}`) [:math:`deg`] - Suggested range: 0.0 <= friction_angle <= 60.0
groundhog.shallowfoundations.capacity,failuremechanism_prandtl,width,float,:math:`m`,:math:`m`,0.0,10000.0,False,,Width of the footing (full width) (:math:`B`) [:math:`m`] - Suggested range: width >= 0.0
groundhog.shallowfoundations.capacity,failuremechanism_prandtl,showfig,bool,m,m,,,False,True,"Boolean determining whether the plot of the failure surface is shown (optional, default= True)  .. math::     \theta = \frac{\pi}{4} + \frac{\varphi^{\prime}}{2}      r = r_0 \cdot e^{\frac{\pi}{2} \tan \varphi^{\prime}}"
groundhog.soildynamics.cptliquefaction,fos_liquefaction,sigma_vo,float,:math:`kPa`,:math:`kPa`,,,False,,Total vertical stress at the depth of interest (:math:`\sigma_v`) [:math:`kPa`] - Suggested range: sigma_vo >= 0.0
groundhog.soildynamics.cptliquefaction,fos_liquefaction,sigma_vo_eff,float,:math:`kPa`,:math:`kPa`,,,False,,Effective vertical stress at the depth of interest (:math:`\sigma_v^{\prime}`) [:math:`kPa`] - Suggested range: sigma_vo_eff >= 0.0
groundhog.soildynamics.cptliquefaction,fos_liquefaction,CRR,float,:math:`-`,:math:`-`,,,False,,Cyclic Resistance Ratio (:math:`CRR`) [:math:`-`] - Suggested range: 0.0 < CRR <= 1.0
groundhog.soildynamics.cptliquefaction,fos_liquefaction,CSR,float,:math:`-`,:math:`-`,,,False,,Cyclic Stress Ratio (:math:`CSR`) [:math:`-`] - Suggested range: CSR >= 0.0
groundhog.soildynamics.cptliquefaction,fos_liquefaction,MSF,float,:math:`-`,:math:`-`,,,False,,Magnitude Scaling Factor (:math:`MSF`) [:math:`-`] - Suggested range: 0.0 < MSF <= 2.0
groundhog.soildynamics.cptliquefaction,fos_liquefaction,K_sigma,float,:math:`-`,:math:`-`,,,False,,"Overburden correction factor (:math:`K_{\sigma}`) [:math:`-`] - Suggested range: 0.0 < K_sigma <= 2.0  .. math::     FoS = \min \left( \frac{CRR}{CSR} \cdot MSF \cdot K_{\sigma}, 5 \right)      \text{If } \sigma_v^{\prime} = \sigma_v, \text{ then } FoS = 5"
insitutests.pcpt_correlations,frictionangle_overburden_kleven,sigma_vo_eff,float,kPa,kPa,,,True,,"Effective vertical stress (<span class=""math-inline"">\sigma \prime _{vo}</span>) [<span class=""math-inline"">kPa</span>]  - Suggested range: 10.0<=sigma_vo_eff<=800.0"
insitutests.pcpt_correlations,frictionangle_overburden_kleven,relative_density,float,Percent,Percent,0.0,50.0,True,,"Relative density of sand (<span class=""math-inline"">D_r</span>) [<span class=""math-inline"">Percent</span>]  - Suggested range: 40.0<=relative_density<=100.0"
insitutests.pcpt_correlations,frictionangle_overburden_kleven,Ko,float,-,-,,,False,0.5,"Coefficient of lateral earth pressure at rest (<span class=""math-inline"">K_o</span>) [<span class=""math-inline"">-</span>] (optional, default=0.5) - Suggested range: 0.3<=Ko<=2.0"
insitutests.pcpt_correlations,frictionangle_overburden_kleven,max_friction_angle,float,deg,deg,0.0,60.0,False,45.0,"The maximum allowable effective friction angle (<span class=""math-inline"">\phi \prime _{max}</span>) [<span class=""math-inline"">deg</span>] (optional, default=45.0)"
correlations.cohesive,frictionangle_plasticityindex,plasticity_index,float,pct,pct,,,True,,"Plasticity index of the clay as determined from Atterberg limit tests (<span class=""math-inline"">PI</span>) [<span class=""math-inline"">pct</span>] - Suggested range: 5.0 <= plasticity_index <= 1000.0"
